date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol
2005-04-29 00:00:00-04:00,79.04727084458843,79.59683248599374,78.29162751841228,79.51439666748047,103993800,0.0,0.0,0.0,SPY
2005-05-02 00:00:00-04:00,79.73423525785438,79.96780083369134,79.35641090326924,79.96092987060547,56026400,0.0,0.0,0.0,SPY
2005-05-03 00:00:00-04:00,79.73422997364506,80.27004975663066,79.47319104478278,80.09831237792969,86000300,0.0,0.0,0.0,SPY
2005-05-04 00:00:00-04:00,80.13263923114592,80.88828243499107,79.87846609596757,80.71654510498047,81055700,0.0,0.0,0.0,SPY
2005-05-05 00:00:00-04:00,80.83337625098018,81.06007092751835,80.19451277047034,80.68911743164062,96906700,0.0,0.0,0.0,SPY
2005-05-06 00:00:00-04:00,81.01196161893795,81.05317691531248,80.41431361646117,80.43492126464844,67415400,0.0,0.0,0.0,SPY
2005-05-09 00:00:00-04:00,80.51734651364667,81.11499443755703,80.40743732409344,80.93638610839844,43750500,0.0,0.0,0.0,SPY
2005-05-10 00:00:00-04:00,80.62039547666312,80.71656798945494,79.95405360874194,80.09831237792969,74613500,0.0,0.0,0.0,SPY
2005-05-11 00:00:00-04:00,80.3249883559011,80.64785539157805,79.58308179404864,80.5379409790039,91647400,0.0,0.0,0.0,SPY
2005-05-12 00:00:00-04:00,80.59289400042881,80.77836801075719,79.65177154541016,79.65177154541016,95086800,0.0,0.0,0.0,SPY
2005-05-13 00:00:00-04:00,79.89217559827307,80.11199908184523,78.86175203634008,79.49374389648438,85267000,0.0,0.0,0.0,SPY
2005-05-16 00:00:00-04:00,79.48003121034515,80.26315298613538,79.45255785067461,80.23567962646484,49207000,0.0,0.0,0.0,SPY
2005-05-17 00:00:00-04:00,79.96777021379563,80.85393019521985,79.79603288947187,80.77149963378906,61071800,0.0,0.0,0.0,SPY
2005-05-18 00:00:00-04:00,81.12183926086142,81.80192283249633,81.06688730074528,81.60270690917969,77944900,0.0,0.0,0.0,SPY
2005-05-19 00:00:00-04:00,81.76074106649092,82.02865623870953,81.54091739880639,81.94622039794922,61768100,0.0,0.0,0.0,SPY
2005-05-20 00:00:00-04:00,81.98051590268808,82.01486545946373,81.56834742641291,81.82939147949219,46345500,0.0,0.0,0.0,SPY
2005-05-23 00:00:00-04:00,81.89123781647619,82.46140707960022,81.87750113444064,82.28279876708984,51047900,0.0,0.0,0.0,SPY
2005-05-24 00:00:00-04:00,82.04921593759053,82.31712571222815,81.88434435242385,82.0904312133789,50654100,0.0,0.0,0.0,SPY
2005-05-25 00:00:00-04:00,81.98740496284879,82.34462156455584,81.63019360214942,82.02862548828125,47608800,0.0,0.0,0.0,SPY
2005-05-26 00:00:00-04:00,82.2896762802031,82.57819379499267,82.1728961300752,82.4682846069336,43256200,0.0,0.0,0.0,SPY
2005-05-27 00:00:00-04:00,82.47516028302685,82.60568237304688,82.2965571757468,82.60568237304688,24596100,0.0,0.0,0.0,SPY
2005-05-31 00:00:00-04:00,82.48885913534122,82.55068204611533,82.02173348135803,82.07669067382812,43377200,0.0,0.0,0.0,SPY
2005-06-01 00:00:00-04:00,82.10417691546229,83.06590697060906,82.05609067475531,82.77738952636719,69611000,0.0,0.0,0.0,SPY
2005-06-02 00:00:00-04:00,82.59191898100204,83.010953244127,82.50261221523154,82.95600128173828,39704500,0.0,0.0,0.0,SPY
2005-06-03 00:00:00-04:00,82.81170692729143,83.04526707973424,82.24840893733537,82.53692626953125,60999400,0.0,0.0,0.0,SPY
2005-06-06 00:00:00-04:00,82.39955947717706,82.57129678766805,82.1247839731969,82.46138763427734,36046400,0.0,0.0,0.0,SPY
2005-06-07 00:00:00-04:00,82.70181688437465,83.29259363791171,82.44077806530277,82.52320861816406,66501300,0.0,0.0,0.0,SPY
2005-06-08 00:00:00-04:00,82.72931985612915,82.83922903932799,82.20723682316208,82.37210845947266,46881200,0.0,0.0,0.0,SPY
2005-06-09 00:00:00-04:00,82.25531792696628,82.83235813593275,82.04923625598445,82.76366424560547,56653300,0.0,0.0,0.0,SPY
2005-06-10 00:00:00-04:00,82.81862944697394,82.88045762685363,82.15915856064007,82.57132720947266,36465300,0.0,0.0,0.0,SPY
2005-06-13 00:00:00-04:00,82.3927121204082,83.17583401149396,82.30340534480554,82.83235931396484,49383200,0.0,0.0,0.0,SPY
2005-06-14 00:00:00-04:00,82.74303700591683,83.2582489554954,82.69495076692978,83.02468872070312,33857100,0.0,0.0,0.0,SPY
2005-06-15 00:00:00-04:00,83.23079260065877,83.28574457000832,82.59192944302384,83.18270111083984,53195600,0.0,0.0,0.0,SPY
2005-06-16 00:00:00-04:00,83.16207965687292,83.56051150428772,83.06590717522205,83.39564514160156,46564500,0.0,0.0,0.0,SPY
2005-06-17 00:00:00-04:00,83.82880103239224,84.07710133936422,83.60809023310165,83.70465087890625,51529400,0.488,0.0,0.0,SPY
2005-06-20 00:00:00-04:00,83.51152036521896,84.03570516679868,83.41495973007743,83.73223114013672,41019400,0.0,0.0,0.0,SPY
2005-06-21 00:00:00-04:00,83.80123128640874,83.90469064907123,83.47706107240843,83.7805404663086,39879800,0.0,0.0,0.0,SPY
2005-06-22 00:00:00-04:00,83.92534949486273,84.10467863767853,83.50461877257939,83.84947967529297,46310100,0.0,0.0,0.0,SPY
2005-06-23 00:00:00-04:00,83.67709878132077,83.87022015927008,82.64941415599745,82.67010498046875,62185600,0.0,0.0,0.0,SPY
2005-06-24 00:00:00-04:00,82.68383276309234,82.77349994890425,81.96652158739097,82.0630874633789,58572500,0.0,0.0,0.0,SPY
2005-06-27 00:00:00-04:00,82.05620112625974,82.35968039378615,81.90446149249652,82.18035125732422,48183800,0.0,0.0,0.0,SPY
2005-06-28 00:00:00-04:00,82.35275734023688,82.93212093903884,82.33206653487366,82.87004852294922,41174200,0.0,0.0,0.0,SPY
2005-06-29 00:00:00-04:00,83.02183403394842,83.04252485075641,82.60110321831627,82.64938354492188,42316500,0.0,0.0,0.0,SPY
2005-06-30 00:00:00-04:00,82.91838424379414,82.98735539515641,82.04243430879247,82.2010726928711,62288800,0.0,0.0,0.0,SPY
